countries,infected,infected_today,deaths,deaths_today,recovered,recovered_today,active,critical,tests,death_rate,recovery_rate
Uzbekistan,2855,64,13,0,2338,24,504,6,460000,0.5,81.9
Greece,2840,4,165,0,1374,0,1301,22,136001,5.8,48.4
Honduras,2798,152,146,4,340,21,2312,14,10775,5.2,12.2
Sudan,2728,137,111,6,286,39,2331,0,281,4.1,10.5
Senegal,2617,73,30,4,1133,57,1454,6,24599,1.1,43.3
Bosnia and Herzegovina,2321,17,134,1,1522,58,665,4,53988,5.8,65.6
Bulgaria,2259,24,112,2,646,34,1501,36,66810,5.0,28.6
Croatia,2232,4,96,1,1967,21,169,10,55800,4.3,88.1
Ivory Coast,2153,34,28,0,1050,10,1075,0,18608,1.3,48.8
Guatemala,2001,89,38,3,139,1,1824,5,20820,1.9,6.9
Tajikistan,1936,207,41,0,641,641,1254,0,0,2.1,33.1
Cuba,1887,6,79,0,1538,33,270,8,85556,4.2,81.5
North Macedonia,1839,22,106,2,1351,50,382,21,22255,5.8,73.5
Iceland,1802,0,10,0,1789,3,3,0,57187,0.6,99.3
Estonia,1791,7,64,0,938,0,789,4,70188,3.6,52.4
Congo (Kinshasa),1629,91,61,0,290,18,1278,0,0,3.7,17.8
Djibouti,1618,100,7,0,1033,15,578,0,18933,0.4,63.8
Lithuania,1562,15,60,1,1025,28,477,17,237600,3.8,65.6
New Zealand,1503,4,21,0,1442,9,40,2,233843,1.4,95.9
Gabon,1502,70,12,1,318,17,1172,9,7966,0.8,21.2
Somalia,1502,47,59,2,178,15,1265,2,0,3.9,11.9
El Salvador,1498,85,30,0,502,28,966,27,60341,2.0,33.5
Slovakia,1495,0,28,0,1192,7,275,3,145474,1.9,79.7
Slovenia,1467,1,104,0,1338,3,25,5,70970,7.1,91.2
Mayotte,1370,0,18,0,627,0,725,9,5200,1.3,45.8
Kyrgyzstan,1243,27,14,0,898,71,331,5,59490,1.1,72.2
Maldives,1143,37,4,0,91,33,1048,9,11775,0.3,8.0
Hong Kong,1056,0,4,0,1025,0,27,1,168291,0.4,97.1
Tunisia,1043,6,46,1,819,3,178,3,41620,4.4,78.5
Guinea-Bissau,1038,6,6,2,42,4,990,0,1500,0.6,4.0
Sri Lanka,1023,31,9,0,569,10,445,1,45351,0.9,55.6
Latvia,1012,3,21,2,694,32,297,3,90968,2.1,68.6
Kosovo,985,30,29,0,736,45,220,0,0,2.9,74.7
Kenya,963,51,50,0,358,22,555,1,46784,5.2,37.2
Lebanon,954,23,26,0,251,0,677,4,63720,2.7,26.3
Albania,949,1,31,0,742,15,176,1,12369,3.3,78.2
Cyprus,918,1,17,0,515,0,386,10,87549,1.9,56.1
Niger,914,5,55,0,734,20,125,0,5909,6.0,80.3
Mali,901,27,53,1,529,17,319,0,3483,5.9,58.7
Costa Rica,882,16,10,0,577,2,295,5,20741,1.1,65.4
Paraguay,829,41,11,0,230,11,588,0,21121,1.3,27.7
Equatorial Guinea,825,106,7,0,22,0,796,0,854,0.8,2.7
Burkina Faso,796,0,51,0,652,0,93,0,0,6.4,81.9
Zambia,772,11,7,0,192,0,573,1,18519,0.9,24.9
Andorra,761,0,51,0,628,4,82,3,3750,6.7,82.5
Uruguay,738,1,20,0,579,10,139,4,34794,2.7,78.5
Cruise Ship,712,0,13,0,651,0,48,4,0,1.8,91.4
Georgia,707,6,12,0,456,24,239,6,40711,1.7,64.5
San Marino,655,1,41,0,211,8,403,1,3610,6.3,32.2
Jordan,649,20,9,0,417,4,223,5,144356,1.4,64.3
Venezuela,618,77,10,0,253,12,355,1,581082,1.6,40.9
Malta,569,11,6,0,460,4,103,1,53196,1.1,80.8
Channel Islands,555,0,44,1,479,4,32,0,5342,7.9,86.3
Chad,545,26,56,3,139,22,350,0,0,10.3,25.5
Sierra Leone,534,15,33,0,167,19,334,0,0,6.2,31.3
Haiti,533,0,21,0,21,0,491,0,2120,3.9,3.9
Jamaica,520,0,9,0,145,18,366,0,8828,1.7,27.9
Tanzania,509,0,21,0,183,0,305,7,0,4.1,36.0
Réunion,446,0,0,0,354,0,92,4,17200,0.0,79.4
Taiwan,440,0,7,0,401,3,32,0,69395,1.6,91.1
Congo (Brazzaville),420,8,15,0,132,22,273,0,0,3.6,31.4
Nepal,402,27,2,0,37,1,363,1,107253,0.5,9.2
Palestine,391,3,2,0,346,9,43,0,44876,0.5,88.5
West Bank and Gaza,391,0,2,0,346,0,43,0,0,0.5,88.5
CAR,366,39,0,0,18,5,348,0,3498,0.0,4.9
Central African Republic,366,0,0,0,18,0,348,0,0,0.0,4.9
Ethiopia,365,13,5,0,120,4,240,0,62300,1.4,32.9
Togo,338,8,12,0,107,1,219,0,13825,3.6,31.7
Isle of Man,335,0,24,0,300,4,11,9,4234,7.2,89.6
Cabo Verde,335,7,3,0,85,0,247,0,892,0.9,25.4
Mauritius,332,0,10,0,322,0,0,0,92764,3.0,97.0
Madagascar,326,4,2,1,119,0,205,0,5670,0.6,36.5
Vietnam,324,0,0,0,263,0,61,2,275000,0.0,81.2
Montenegro,324,0,9,0,312,1,3,2,10167,2.8,96.3
Rwanda,308,11,0,0,209,6,99,0,52335,0.0,67.9
South Sudan,290,0,4,0,4,0,282,0,3356,1.4,1.4
Uganda,260,12,0,0,63,0,197,0,75228,0.0,24.2
Nicaragua,254,229,17,9,199,192,38,0,0,6.7,78.3
Sao Tome and Principe,246,0,7,0,4,0,235,0,175,2.8,1.6
Liberia,233,4,23,1,125,2,85,0,0,9.9,53.6
French Guiana,210,0,1,0,131,0,78,0,0,0.5,62.4
Eswatini,208,3,2,0,87,9,119,0,4160,1.0,41.8
Myanmar,193,5,6,0,104,3,83,0,15137,3.1,53.9
Martinique,192,0,14,0,91,0,87,0,0,7.3,47.4
Faroe Islands,187,0,0,0,187,0,0,0,8931,0.0,100.0
Yemen,167,37,28,8,5,4,134,0,120,16.8,3.0
Guadeloupe,155,0,13,0,109,0,33,3,2866,8.4,70.3
Gibraltar,147,0,0,0,145,0,2,0,5187,0.0,98.6
Mozambique,146,1,0,0,44,0,102,0,6537,0.0,30.1
Brunei,141,0,1,0,136,0,4,2,17636,0.7,96.5
Mongolia,140,0,0,0,26,2,114,2,11367,0.0,18.6
Mauritania,131,50,4,0,7,0,120,0,2583,3.1,5.3
Benin,130,-209,2,0,83,0,45,0,25471,1.5,63.8
Bermuda,125,0,9,0,78,1,38,2,5705,7.2,62.4
Guyana,125,1,10,0,46,2,69,3,1269,8.0,36.8
Cambodia,122,0,0,0,122,0,0,0,15447,0.0,100.0
Trinidad and Tobago,116,0,8,0,107,0,1,0,2727,6.9,92.2
Cayman Islands,111,17,1,0,55,0,55,0,7082,0.9,49.5
Aruba,101,0,3,0,93,0,5,4,2021,3.0,92.1
Monaco,97,0,4,0,87,0,6,1,0,4.1,89.7
Bahamas,96,0,11,0,43,1,42,1,1826,11.5,44.8
Barbados,88,0,7,0,68,0,13,4,4004,8.0,77.3
Liechtenstein,82,0,1,0,55,0,26,0,900,1.2,67.1
Sint Maarten,77,0,15,0,54,0,8,7,414,19.5,70.1
Malawi,70,0,3,0,27,0,40,1,1803,4.3,38.6
Libya,68,3,3,0,35,0,30,0,3633,4.4,51.5
Syria,58,0,3,0,36,0,19,0,0,5.2,62.1
Angola,52,2,3,0,17,0,32,0,6136,5.8,32.7
Zimbabwe,46,0,4,0,18,0,24,0,28019,8.7,39.1
Macau,45,0,0,0,45,1,0,0,0,0.0,100.0
Burundi,42,0,1,0,20,0,21,0,284,2.4,47.6
Saint Martin,39,0,3,0,30,0,6,1,0,7.7,76.9
Eritrea,39,0,0,0,39,0,0,0,0,0.0,100.0
Antigua and Barbuda,25,0,3,0,19,0,3,1,183,12.0,76.0
Botswana,25,0,1,0,17,0,7,0,13294,4.0,68.0
Gambia,24,0,1,0,13,0,10,0,1476,4.2,54.2
Timor-Leste,24,0,0,0,24,0,0,0,738,0.0,100.0
Grenada,22,0,0,0,14,0,8,4,2419,0.0,63.6
Bhutan,21,0,0,0,5,0,16,0,14223,0.0,23.8
Laos,19,0,0,0,14,0,5,0,4653,0.0,73.7
New Caledonia,18,0,0,0,18,0,0,0,5454,0.0,100.0
Belize,18,0,2,0,16,0,0,0,1043,11.1,88.9
Saint Lucia,18,0,0,0,18,0,0,0,786,0.0,100.0
Fiji,18,0,0,0,15,0,3,0,1300,0.0,83.3
St. Vincent Grenadines,17,0,0,0,14,0,3,0,155,0.0,82.4
Namibia,16,0,0,0,13,0,3,0,2074,0.0,81.2
Curaçao,16,0,1,0,14,0,1,0,485,6.2,87.5
Dominica,16,0,0,0,16,0,0,0,433,0.0,100.0
Saint Kitts and Nevis,15,0,0,0,15,1,0,0,391,0.0,100.0
Falkland Islands,13,0,0,0,13,0,0,0,426,0.0,100.0
Turks and Caicos,12,0,1,0,10,0,1,0,109,8.3,83.3
Vatican City,12,0,0,0,2,0,10,0,0,0.0,16.7
Comoros,11,0,1,0,3,0,7,0,0,9.1,27.3
Greenland,11,0,0,0,11,0,0,0,1767,0.0,100.0
Montserrat,11,0,1,0,10,0,0,0,36,9.1,90.9
Seychelles,11,0,0,0,11,0,0,0,0,0.0,100.0
Suriname,11,0,1,0,9,0,1,0,404,9.1,81.8
MS Zaandam,9,0,2,0,0,0,7,0,0,22.2,0.0
British Virgin Islands,8,0,1,0,6,0,1,0,167,12.5,75.0
Papua New Guinea,8,0,0,0,8,0,0,0,2402,0.0,100.0
St. Barth,6,0,0,0,6,0,0,0,0,0.0,100.0
Western Sahara,6,0,0,0,6,0,0,0,0,0.0,100.0
Caribbean Netherlands,6,0,0,0,6,0,0,0,357,0.0,100.0
Anguilla,3,0,0,0,3,0,0,0,0,0.0,100.0
Saint Pierre Miquelon,1,0,0,0,1,0,0,0,0,0.0,100.0
Lesotho,1,0,0,0,0,0,1,0,0,0.0,0.0
United States,1591252,20782,94918,1395,370057,8904,1126277,17810,14103510,6.0,23.3
Russia,308705,8764,2972,135,85392,9262,220341,2300,7578029,1.0,27.7
Brazil,291579,19694,18859,876,116683,9889,156037,8318,735224,6.5,40.0
Spain,279524,721,27888,110,196958,0,54678,1152,3037840,10.0,70.5
United Kingdom,248848,-860,35748,339,479,-300,212621,1559,2962227,14.4,0.2
Italy,227364,665,32330,161,132282,2881,62752,676,3171719,14.2,58.2
France,181575,766,28132,110,63354,791,90089,1794,1384633,15.5,34.9
Germany,178531,704,8270,77,156966,1266,13295,1045,3595059,4.6,87.9
Turkey,152587,972,4222,23,113987,1092,34378,877,1696355,2.8,74.7
Iran,126949,2346,7183,64,98808,1635,20958,2735,731213,5.7,77.8
India,112028,5553,3434,132,45422,3113,63172,0,2512388,3.1,40.5
Peru,104020,4537,3024,110,41968,5444,59028,869,715423,2.9,40.3
China,82965,5,4634,0,78244,3,87,9,0,5.6,94.3
Canada,80801,1035,6136,119,40750,700,33915,502,1339971,7.6,50.4
Saudi Arabia,62545,2691,339,10,33478,1844,28728,276,636178,0.5,53.5
Belgium,55983,192,9150,42,14847,160,31986,313,720228,16.3,26.5
Mexico,54346,2713,5666,334,37325,1937,11355,378,185755,10.4,68.7
Chile,53617,4038,544,35,22504,997,30569,904,409669,1.0,42.0
Pakistan,45898,1932,985,46,13101,612,31812,111,414254,2.1,28.5
Netherlands,44447,198,5748,33,0,0,38699,275,302395,12.9,0.0
Qatar,37097,1491,16,1,6600,966,30481,172,170437,0.0,17.8
Ecuador,34854,703,2888,49,3557,100,28409,191,100248,8.3,10.2
Belarus,32426,918,179,4,11415,795,20832,92,387673,0.6,35.2
Sweden,31523,724,3831,88,4971,0,22721,352,209900,12.2,15.8
Switzerland,30658,40,1892,1,27800,100,966,55,355393,6.2,90.7
Portugal,29660,228,1263,16,6452,21,21945,93,674000,4.3,21.8
Singapore,29364,570,22,0,11207,842,18135,11,294414,0.1,38.2
Bangladesh,26738,1617,386,16,5207,214,21145,1,203852,1.4,19.5
United Arab Emirates,26004,941,233,6,11809,1018,13962,1,1600923,0.9,45.4
Ireland,24315,64,1571,10,21060,1590,1684,54,295626,6.5,86.6
Poland,19739,471,962,14,8183,280,10594,160,674861,4.9,41.5
Ukraine,19230,354,564,16,5955,323,12711,245,248529,2.9,31.0
Indonesia,19189,693,1242,21,4575,108,13372,0,211883,6.5,23.8
South Africa,18003,803,339,27,8950,990,8714,119,506861,1.9,49.7
Colombia,17687,752,630,17,4256,206,12801,136,201808,3.6,24.1
Kuwait,17568,804,124,3,4885,204,12559,167,256314,0.7,27.8
Romania,17387,196,1147,10,10356,190,5884,198,332487,6.6,59.6
Israel,16667,8,279,1,13504,69,2884,48,522632,1.7,81.0
Japan,16367,62,768,19,11564,0,4035,213,255675,4.7,70.7
Austria,16353,32,633,1,14882,204,838,37,379592,3.9,91.0
Egypt,14229,745,680,21,3994,252,9555,41,135000,4.8,28.1
Dominican Republic,13477,254,446,5,7142,529,5889,126,59976,3.3,53.0
Philippines,13221,279,842,5,2932,89,9447,81,259172,6.4,22.2
Denmark,11117,73,554,3,9536,120,1027,25,490782,5.0,85.8
South Korea,11110,32,263,0,10066,128,781,15,776433,2.4,90.6
Serbia,10833,100,235,1,5067,163,5531,13,196881,2.2,46.8
Panama,9977,110,287,6,6194,0,3496,72,52641,2.9,62.1
Argentina,9283,474,403,10,2933,61,5947,154,112370,4.3,31.6
Czechia,8721,74,304,2,5830,104,2587,36,372341,3.5,66.9
Norway,8281,14,234,1,32,0,8015,17,223045,2.8,0.4
Afghanistan,8145,492,187,9,930,80,7028,19,25700,2.3,11.4
Bahrain,7888,356,12,0,3568,616,4308,9,255633,0.2,45.2
Algeria,7542,165,568,7,3968,222,3006,22,0,7.5,52.6
Morocco,7133,110,194,1,4098,197,2841,1,104915,2.7,57.5
Australia,7079,11,100,0,6444,31,535,9,1111567,1.4,91.0
Malaysia,7009,31,114,0,5706,60,1189,11,471318,1.6,81.4
Kazakhstan,6969,218,35,0,3734,136,3200,31,571547,0.5,53.6
Nigeria,6677,276,200,8,1840,106,4637,7,38231,3.0,27.6
Moldova,6553,213,228,7,2953,445,3372,251,40565,3.5,45.1
Finland,6443,44,304,3,4800,-200,1339,20,156200,4.7,74.5
Ghana,6096,0,31,0,1773,0,4292,8,184343,0.5,29.1
Oman,6043,372,30,3,1661,87,4352,31,72000,0.5,27.5
Armenia,5271,230,67,3,2419,255,2785,10,44071,1.3,45.9
Bolivia,4481,218,189,15,533,30,3759,3,14803,4.2,11.9
Luxembourg,3971,13,109,0,3728,10,134,6,64018,2.7,93.9
Cameroon,3733,204,146,6,1595,28,1992,28,0,3.9,42.7
Iraq,3724,113,134,3,2438,72,1152,0,149701,3.6,65.5
Azerbaijan,3631,113,43,2,2253,55,1335,46,245609,1.2,62.0
Hungary,3598,42,470,3,1454,42,1674,29,142729,13.1,40.4
Thailand,3034,1,56,0,2888,31,90,61,328073,1.8,95.2
Honduras,2955,157,147,1,349,9,2459,13,10775,5.0,11.8
Uzbekistan,2939,84,13,0,2372,34,554,6,460000,0.4,80.7
Guinea,2863,0,18,0,1525,0,1320,18,10304,0.6,53.3
Greece,2850,10,166,1,1374,0,1310,22,139445,5.8,48.2
Sudan,2728,0,111,0,286,0,2331,0,281,4.1,10.5
Senegal,2714,97,30,0,1186,53,1498,6,24599,1.1,43.7
Bosnia and Herzegovina,2338,17,136,2,1557,35,645,4,55624,5.8,66.6
Bulgaria,2292,33,116,4,684,38,1492,33,68243,5.1,29.8
Croatia,2234,2,96,0,1978,11,160,8,57021,4.3,88.5
Ivory Coast,2231,78,29,1,1083,33,1119,0,19174,1.3,48.5
Tajikistan,2140,204,41,0,641,0,1458,0,0,1.9,30.0
Guatemala,2133,132,43,5,155,16,1935,5,20820,2.0,7.3
Cuba,1900,13,79,0,1573,35,248,8,87288,4.2,82.8
North Macedonia,1858,19,110,4,1367,16,381,21,22767,5.9,73.6
Djibouti,1828,210,9,2,1052,19,767,0,20056,0.5,57.5
Iceland,1803,1,10,0,1789,0,4,0,57628,0.6,99.2
Estonia,1794,3,64,0,956,18,774,2,72464,3.6,53.3
Congo (Kinshasa),1731,102,61,0,302,12,1368,0,0,3.5,17.4
Lithuania,1577,15,60,0,1049,24,468,17,245580,3.8,66.5
Somalia,1573,71,61,2,188,10,1324,2,0,3.9,12.0
El Salvador,1571,73,31,1,531,29,1009,27,62838,2.0,33.8
Gabon,1567,65,12,0,365,47,1190,9,7966,0.8,23.3
New Zealand,1503,0,21,0,1447,5,35,1,238725,1.4,96.3
Slovakia,1496,1,28,0,1231,39,237,3,148845,1.9,82.3
Mayotte,1475,105,19,1,894,267,562,11,5200,1.3,60.6
Slovenia,1468,1,105,1,1340,2,23,4,73319,7.2,91.3
Kyrgyzstan,1270,27,14,0,910,12,346,5,94441,1.1,71.7
Maldives,1186,43,4,0,91,0,1091,9,11775,0.3,7.7
Guinea-Bissau,1089,51,6,0,42,0,1041,0,1500,0.6,3.9
Hong Kong,1056,0,4,0,1026,1,26,1,168291,0.4,97.2
Tunisia,1044,1,47,1,826,7,171,3,41620,4.5,79.1
Kenya,1029,66,50,0,366,8,613,1,49405,4.9,35.6
Sri Lanka,1028,5,9,0,584,15,435,1,46413,0.9,56.8
Latvia,1016,4,21,0,694,0,301,3,92751,2.1,68.3
Kosovo,989,0,29,0,769,0,191,0,0,2.9,77.8
Albania,964,15,31,0,758,16,175,1,12555,3.2,78.6
Lebanon,961,7,26,0,251,0,684,4,65363,2.7,26.1
Mali,931,30,55,2,543,14,333,0,3483,5.9,58.3
Cyprus,922,4,17,0,516,1,389,10,90718,1.8,56.0
Niger,920,6,58,3,738,4,124,0,5909,6.3,80.2
Costa Rica,897,15,10,0,582,5,305,5,21299,1.1,64.9
Equatorial Guinea,890,65,7,0,22,0,861,0,854,0.8,2.5
Paraguay,833,4,11,0,242,12,580,0,21542,1.3,29.1
Zambia,832,60,7,0,197,5,628,1,19014,0.8,23.7
Venezuela,824,206,10,0,262,9,552,1,616562,1.2,31.8
Burkina Faso,809,13,52,1,661,9,96,0,0,6.4,81.7
Andorra,762,1,51,0,639,11,72,3,3750,6.7,83.9
Uruguay,746,8,20,0,588,9,138,4,35630,2.7,78.8
Georgia,713,6,12,0,475,19,226,6,40711,1.7,66.6
Cruise Ship,712,0,13,0,651,0,48,4,0,1.8,91.4
Jordan,672,23,9,0,446,29,217,5,148482,1.3,66.4
San Marino,656,1,41,0,220,9,395,1,3700,6.2,33.5
Haiti,596,63,22,1,21,0,553,0,2270,3.7,3.5
Malta,584,15,6,0,465,5,113,1,54866,1.0,79.6
Sierra Leone,570,36,34,1,205,38,331,0,0,6.0,36.0
Chad,565,20,57,1,177,38,331,0,0,10.1,31.3
Channel Islands,558,3,45,1,492,13,21,0,5342,8.1,88.2
Jamaica,520,0,9,0,145,0,366,0,8828,1.7,27.9
Tanzania,509,0,21,0,183,0,305,7,0,4.1,36.0
Réunion,447,1,1,1,411,57,35,2,17200,0.2,91.9
Taiwan,440,0,7,0,402,1,31,0,69876,1.6,91.4
Nepal,427,25,2,0,45,8,380,1,110566,0.5,10.5
Congo (Brazzaville),420,0,15,0,132,0,273,0,0,3.6,31.4
Palestine,398,7,2,0,346,0,50,0,44876,0.5,86.9
Ethiopia,389,24,5,0,122,2,262,0,65760,1.3,31.4
Madagascar,371,45,2,0,131,12,238,0,5670,0.5,35.3
CAR,366,0,0,0,18,0,348,0,3498,0.0,4.9
Cabo Verde,349,14,3,0,85,0,261,0,892,0.9,24.4
Togo,340,2,12,0,110,3,218,0,14196,3.5,32.4
Isle of Man,336,1,24,0,302,2,10,4,4262,7.1,89.9
Mauritius,332,0,10,0,322,0,0,0,95666,3.0,97.0
Montenegro,324,0,9,0,312,0,3,2,10167,2.8,96.3
Vietnam,324,0,0,0,263,0,61,2,275000,0.0,81.2
Rwanda,314,6,0,0,216,7,98,0,53317,0.0,68.8
South Sudan,290,0,4,0,4,0,282,0,3356,1.4,1.4
Uganda,264,4,0,0,65,2,199,0,77456,0.0,24.6
Nicaragua,254,0,17,0,199,0,38,0,0,6.7,78.3
Sao Tome and Principe,251,0,8,0,4,0,239,0,175,3.2,1.6
Liberia,238,5,23,0,128,3,87,0,0,9.7,53.8
French Guiana,237,27,1,0,136,5,100,0,0,0.4,57.4
Eswatini,217,9,2,0,97,10,118,0,4160,0.9,44.7
Myanmar,199,6,6,0,108,4,85,0,15838,3.0,54.3
Martinique,192,0,14,0,91,0,87,0,0,7.3,47.4
Faroe Islands,187,0,0,0,187,0,0,0,8986,0.0,100.0
Yemen,184,17,30,2,5,0,149,0,120,16.3,2.7
Mozambique,156,10,0,0,48,4,108,0,6769,0.0,30.8
Guadeloupe,155,0,13,0,109,0,33,3,2866,8.4,70.3
Gibraltar,149,2,0,0,145,0,4,0,5615,0.0,97.3
Brunei,141,0,1,0,136,0,4,2,17718,0.7,96.5
Mauritania,141,10,4,0,7,0,130,0,2583,2.8,5.0
Mongolia,140,0,0,0,26,0,114,27,11641,0.0,18.6
Benin,130,0,2,0,83,0,45,0,26431,1.5,63.8
Bermuda,125,0,9,0,80,2,36,2,5719,7.2,64.0
Guyana,125,0,10,0,47,1,68,3,1295,8.0,37.6
Cambodia,122,0,0,0,122,0,0,0,15572,0.0,100.0
Trinidad and Tobago,116,0,8,0,107,0,1,0,2727,6.9,92.2
Cayman Islands,111,0,1,0,55,0,55,0,7576,0.9,49.5
Aruba,101,0,3,0,95,2,3,4,2025,3.0,94.1
Monaco,97,0,4,0,90,3,3,1,0,4.1,92.8
Bahamas,96,0,11,0,43,0,42,1,1826,11.5,44.8
Barbados,90,2,7,0,70,2,13,4,4322,7.8,77.8
Liechtenstein,82,0,1,0,55,0,26,0,900,1.2,67.1
Sint Maarten,77,0,15,0,54,0,8,7,414,19.5,70.1
Malawi,71,1,3,0,27,0,41,1,1803,4.2,38.0
Libya,69,1,3,0,35,0,31,0,3633,4.3,50.7
Syria,58,0,3,0,36,0,19,0,0,5.2,62.1
Angola,52,0,3,0,17,0,32,0,6136,5.8,32.7
Zimbabwe,48,2,4,0,18,0,26,0,28019,8.3,37.5
Macau,45,0,0,0,45,0,0,0,0,0.0,100.0
Burundi,42,0,1,0,20,0,21,0,284,2.4,47.6
Saint Martin,40,1,3,0,33,3,4,1,0,7.5,82.5
Eritrea,39,0,0,0,39,0,0,0,0,0.0,100.0
Comoros,34,23,1,0,8,5,25,0,0,2.9,23.5
Botswana,25,0,1,0,17,0,7,0,14283,4.0,68.0
Antigua and Barbuda,25,0,3,0,19,0,3,1,183,12.0,76.0
Timor-Leste,24,0,0,0,24,0,0,0,738,0.0,100.0
Gambia,24,0,1,0,13,0,10,0,1476,4.2,54.2
Grenada,22,0,0,0,17,3,5,4,3007,0.0,77.3
Bhutan,21,0,0,0,5,0,16,0,14294,0.0,23.8
Laos,19,0,0,0,14,0,5,0,4743,0.0,73.7
Fiji,18,0,0,0,15,0,3,0,1300,0.0,83.3
New Caledonia,18,0,0,0,18,0,0,0,5454,0.0,100.0
Belize,18,0,2,0,16,0,0,0,1363,11.1,88.9
Saint Lucia,18,0,0,0,18,0,0,0,786,0.0,100.0
St. Vincent Grenadines,17,0,0,0,14,0,3,0,175,0.0,82.4
Dominica,16,0,0,0,16,0,0,0,433,0.0,100.0
Namibia,16,0,0,0,14,1,2,0,2586,0.0,87.5
Curaçao,16,0,1,0,14,0,1,0,485,6.2,87.5
Saint Kitts and Nevis,15,0,0,0,15,0,0,0,391,0.0,100.0
Falkland Islands,13,0,0,0,13,0,0,0,426,0.0,100.0
Vatican City,12,0,0,0,2,0,10,0,0,0.0,16.7
Turks and Caicos,12,0,1,0,10,0,1,0,109,8.3,83.3
Seychelles,11,0,0,0,11,0,0,0,0,0.0,100.0
Suriname,11,0,1,0,9,0,1,0,404,9.1,81.8
Greenland,11,0,0,0,11,0,0,0,1767,0.0,100.0
Montserrat,11,0,1,0,10,0,0,0,36,9.1,90.9
MS Zaandam,9,0,2,0,0,0,7,0,0,22.2,0.0
Papua New Guinea,8,0,0,0,8,0,0,0,2402,0.0,100.0
British Virgin Islands,8,0,1,0,6,0,1,0,167,12.5,75.0
Western Sahara,6,0,0,0,6,0,0,0,0,0.0,100.0
Caribbean Netherlands,6,0,0,0,6,0,0,0,357,0.0,100.0
St. Barth,6,0,0,0,6,0,0,0,0,0.0,100.0
Anguilla,3,0,0,0,3,0,0,0,0,0.0,100.0
Lesotho,1,0,0,0,0,0,1,0,0,0.0,0.0
Saint Pierre Miquelon,1,0,0,0,1,0,0,0,0,0.0,100.0
United States,1619798,28538,96270,1351,381923,11865,1141605,17902,13418235,5.9,23.6
Russia,317554,8849,3099,127,92681,7289,221774,2300,7840880,1.0,29.2
Brazil,310087,18508,20047,1188,125960,9277,164080,8318,735224,6.5,40.6
Spain,280117,593,27940,52,196958,0,55219,1152,3037840,10.0,70.3
United Kingdom,250908,2060,36042,294,0,-479,214866,1559,3090566,14.4,0.0
Italy,228006,642,32486,156,134560,2278,60960,640,3243398,14.2,59.0
France,181826,251,28215,83,63858,504,89753,1745,1384633,15.5,35.1
Germany,179021,490,8309,39,158000,1034,12712,1016,3595059,4.6,88.3
Turkey,153548,961,4249,27,114990,1003,34309,820,1729988,2.8,74.9
Iran,129341,2392,7249,66,100564,1756,21528,2655,746045,5.6,77.8
India,118226,6198,3584,150,48553,3131,66089,0,2615920,3.0,41.1
Peru,108769,4749,3148,124,43587,1619,62034,886,736500,2.9,40.1
China,82967,2,4634,0,78249,5,84,8,0,5.6,94.3
Canada,81380,579,6246,110,41696,946,33438,502,1377146,7.7,51.2
Saudi Arabia,65077,2532,351,12,36040,2562,28686,281,651158,0.5,55.4
Chile,57581,3964,589,45,23992,1488,33000,943,426003,1.0,41.7
Mexico,56594,2248,6090,424,38876,1551,11628,378,185755,10.8,68.7
Belgium,56235,252,9186,36,14988,141,32061,277,739146,16.3,26.7
Pakistan,48091,2193,1017,32,14155,1054,32919,111,429600,2.1,29.4
Netherlands,44700,253,5775,27,0,0,38925,255,302395,12.9,0.0
Qatar,38651,1554,17,1,7288,688,31346,171,175482,0.0,18.9
Ecuador,35306,452,2939,51,3557,0,28810,191,101580,8.3,10.1
Belarus,33371,945,185,6,12057,642,21129,92,403236,0.6,36.1
Sweden,32172,649,3871,40,4971,0,23330,352,209900,12.0,15.5
Switzerland,30694,36,1898,6,27900,100,896,55,361692,6.2,90.9
Portugal,29912,252,1277,14,6452,0,22183,93,674000,4.3,21.6
Singapore,29812,448,23,1,12117,910,17672,10,294414,0.1,40.6
Bangladesh,28511,1773,408,22,5602,395,22501,1,214114,1.4,19.6
United Arab Emirates,26898,894,237,4,12755,946,13906,1,1600923,0.9,47.4
Ireland,24391,76,1583,12,21060,0,1748,54,295626,6.5,86.3
Indonesia,20162,973,1278,36,4838,263,14046,0,219975,6.3,24.0
Poland,20143,404,972,10,8452,269,10719,160,697230,4.8,42.0
Ukraine,19706,476,579,15,6227,272,12900,249,257890,2.9,31.6
South Africa,19137,1134,369,30,8950,0,9818,119,525433,1.9,46.8
Kuwait,18609,1041,129,5,5205,320,13275,181,261071,0.7,28.0
Colombia,18330,643,652,22,4431,175,13247,136,214536,3.6,24.2
Romania,17585,198,1156,9,10581,225,5848,203,342466,6.6,60.2
Israel,16683,16,279,0,13724,220,2680,47,524584,1.7,82.3
Austria,16404,51,633,0,14951,69,820,32,385637,3.9,91.1
Japan,16385,18,771,3,12286,722,3328,210,258277,4.7,75.0
Egypt,15003,774,696,16,4217,223,10090,41,135000,4.6,28.1
Dominican Republic,13657,180,448,2,7366,224,5843,113,61330,3.3,53.9
Philippines,13434,213,846,4,3000,68,9588,81,267417,6.3,22.3
Denmark,11182,65,561,7,9643,107,978,23,504266,5.0,86.2
South Korea,11122,12,264,1,10135,69,723,15,788684,2.4,91.1
Serbia,10919,86,237,2,5370,303,5312,12,203799,2.2,49.2
